"hgnc_id"	"symbol"	"name"	"alias_symbol"	"prev_symbol"	"locus_group"
"HGNC:54127"	"LINC02644"	"long independently transcribed non-coding RNA 2644"	""	""	"non-coding RNA"
"HGNC:54129"	"LINC02645"	"long independently transcribed non-coding RNA 2645"	""	""	"non-coding RNA"
"HGNC:54130"	"LINC02646"	"long independently transcribed non-coding RNA 2646"	""	""	"non-coding RNA"
"HGNC:54131"	"LINC02647"	"long independently transcribed non-coding RNA 2647"	""	""	"non-coding RNA"
"HGNC:54132"	"LINC02648"	"long independently transcribed non-coding RNA 2648"	""	""	"non-coding RNA"
"HGNC:54134"	"LINC02649"	"long independently transcribed non-coding RNA 2649"	""	""	"non-coding RNA"
"HGNC:54135"	"LINC02650"	"long independently transcribed non-coding RNA 2650"	""	""	"non-coding RNA"
"HGNC:54136"	"LINC02651"	"long independently transcribed non-coding RNA 2651"	""	""	"non-coding RNA"
"HGNC:54137"	"LINC02652"	"long independently transcribed non-coding RNA 2652"	""	""	"non-coding RNA"
"HGNC:54138"	"LINC02653"	"long independently transcribed non-coding RNA 2653"	""	""	"non-coding RNA"
"HGNC:54140"	"LINC02654"	"long independently transcribed non-coding RNA 2654"	""	""	"non-coding RNA"
"HGNC:54141"	"LINC02655"	"long independently transcribed non-coding RNA 2655"	""	""	"non-coding RNA"
"HGNC:54142"	"LINC02656"	"long independently transcribed non-coding RNA 2656"	""	""	"non-coding RNA"
"HGNC:54144"	"LINC02658"	"long independently transcribed non-coding RNA 2658"	""	""	"non-coding RNA"
"HGNC:54145"	"LINC02659"	"long independently transcribed non-coding RNA 2659"	""	""	"non-coding RNA"
"HGNC:54146"	"LINC02660"	"long independently transcribed non-coding RNA 2660"	""	""	"non-coding RNA"
"HGNC:54147"	"LINC02661"	"long independently transcribed non-coding RNA 2661"	""	""	"non-coding RNA"
"HGNC:54148"	"LINC02662"	"long independently transcribed non-coding RNA 2662"	""	""	"non-coding RNA"
"HGNC:54149"	"LINC02663"	"long independently transcribed non-coding RNA 2663"	""	""	"non-coding RNA"
"HGNC:54150"	"LINC02664"	"long independently transcribed non-coding RNA 2664"	""	""	"non-coding RNA"
"HGNC:54151"	"LINC02665"	"long independently transcribed non-coding RNA 2665"	""	""	"non-coding RNA"
"HGNC:54152"	"LINC02666"	"long independently transcribed non-coding RNA 2666"	""	""	"non-coding RNA"
"HGNC:54153"	"LINC02667"	"long independently transcribed non-coding RNA 2667"	""	""	"non-coding RNA"
"HGNC:54154"	"LINC02668"	"long independently transcribed non-coding RNA 2668"	""	""	"non-coding RNA"
"HGNC:54155"	"LINC02669"	"long independently transcribed non-coding RNA 2669"	""	""	"non-coding RNA"
"HGNC:54156"	"LINC02670"	"long independently transcribed non-coding RNA 2670"	""	""	"non-coding RNA"
"HGNC:54158"	"LINC02671"	"long independently transcribed non-coding RNA 2671"	""	""	"non-coding RNA"
"HGNC:54159"	"LINC02672"	"long independently transcribed non-coding RNA 2672"	"OIN1"	""	"non-coding RNA"
"HGNC:54167"	"LINC02673"	"long independently transcribed non-coding RNA 2673"	""	""	"non-coding RNA"
"HGNC:54168"	"LINC02674"	"long independently transcribed non-coding RNA 2674"	""	""	"non-coding RNA"
"HGNC:54169"	"LINC02675"	"long independently transcribed non-coding RNA 2675"	""	""	"non-coding RNA"
"HGNC:54170"	"LINC02676"	"long independently transcribed non-coding RNA 2676"	""	""	"non-coding RNA"
"HGNC:54171"	"LINC02677"	"long independently transcribed non-coding RNA 2677"	""	""	"non-coding RNA"
"HGNC:54172"	"LINC02678"	"long independently transcribed non-coding RNA 2678"	""	""	"non-coding RNA"
"HGNC:54173"	"LINC02679"	"long independently transcribed non-coding RNA 2679"	""	""	"non-coding RNA"
"HGNC:54174"	"LINC02680"	"long independently transcribed non-coding RNA 2680"	""	""	"non-coding RNA"
"HGNC:54175"	"LINC02681"	"long independently transcribed non-coding RNA 2681"	"uc.303"	""	"non-coding RNA"
"HGNC:54177"	"LINC02682"	"long independently transcribed non-coding RNA 2682"	"TCONS_00019584|lnc-SOX6-1"	""	"non-coding RNA"
"HGNC:54179"	"LINC02683"	"long independently transcribed non-coding RNA 2683"	""	""	"non-coding RNA"
"HGNC:54180"	"LINC02684"	"long independently transcribed non-coding RNA 2684"	""	""	"non-coding RNA"
"HGNC:27350"	"LINC02685"	"long independently transcribed non-coding RNA 2685"	""	""	"non-coding RNA"
"HGNC:54186"	"LINC02686"	"long independently transcribed non-coding RNA 2686"	""	""	"non-coding RNA"
"HGNC:54187"	"LINC02687"	"long independently transcribed non-coding RNA 2687"	""	"LINC02696"	"non-coding RNA"
"HGNC:54184"	"LINC02688"	"long independently transcribed non-coding RNA 2688"	""	""	"non-coding RNA"
"HGNC:54192"	"LINC02689"	"long independently transcribed non-coding RNA 2689"	""	""	"non-coding RNA"
"HGNC:54194"	"LINC02690"	"long independently transcribed non-coding RNA 2690"	""	""	"non-coding RNA"
"HGNC:20358"	"LINC02691"	"long independently transcribed non-coding RNA 2691"	""	"C14orf144"	"non-coding RNA"
"HGNC:18147"	"LINC02692"	"long independently transcribed non-coding RNA 2692"	""	"C9orf141|PRR31"	"non-coding RNA"
"HGNC:27904"	"LINC02693"	"long independently transcribed non-coding RNA 2693"	"FLJ12977|FLJ31874|FLJ33618"	"C17orf51"	"non-coding RNA"
"HGNC:33796"	"LINC02694"	"long independently transcribed non-coding RNA 2694"	"FLJ35695"	"C15orf53"	"non-coding RNA"
"HGNC:54209"	"LINC02695"	"long independently transcribed non-coding RNA 2695"	""	""	"non-coding RNA"
"HGNC:54211"	"LINC02697"	"long independently transcribed non-coding RNA 2697"	""	""	"non-coding RNA"
"HGNC:54212"	"LINC02698"	"long independently transcribed non-coding RNA 2698"	""	""	"non-coding RNA"
"HGNC:54213"	"LINC02699"	"long independently transcribed non-coding RNA 2699"	""	""	"non-coding RNA"
"HGNC:54214"	"LINC02700"	"long independently transcribed non-coding RNA 2700"	""	""	"non-coding RNA"
"HGNC:54216"	"LINC02701"	"long independently transcribed non-coding RNA 2701"	""	""	"non-coding RNA"
"HGNC:54217"	"LINC02702"	"long independently transcribed non-coding RNA 2702"	"LASER"	""	"non-coding RNA"
"HGNC:54218"	"LINC02703"	"long independently transcribed non-coding RNA 2703"	""	""	"non-coding RNA"
"HGNC:54220"	"LINC02704"	"long independently transcribed non-coding RNA 2704"	""	""	"non-coding RNA"
"HGNC:54222"	"LINC02705"	"long independently transcribed non-coding RNA 2705"	""	""	"non-coding RNA"
"HGNC:54223"	"LINC02706"	"long independently transcribed non-coding RNA 2706"	""	""	"non-coding RNA"
"HGNC:54224"	"LINC02707"	"long independently transcribed non-coding RNA 2707"	""	""	"non-coding RNA"
"HGNC:54225"	"LINC02708"	"long independently transcribed non-coding RNA 2708"	""	""	"non-coding RNA"
"HGNC:54226"	"LINC02709"	"long independently transcribed non-coding RNA 2709"	""	""	"non-coding RNA"
"HGNC:54227"	"LINC02710"	"long independently transcribed non-coding RNA 2710"	""	""	"non-coding RNA"
"HGNC:54228"	"LINC02711"	"long independently transcribed non-coding RNA 2711"	""	""	"non-coding RNA"
"HGNC:54229"	"LINC02712"	"long independently transcribed non-coding RNA 2712"	""	""	"non-coding RNA"
"HGNC:54230"	"LINC02713"	"long independently transcribed non-coding RNA 2713"	""	""	"non-coding RNA"
"HGNC:54231"	"LINC02714"	"long independently transcribed non-coding RNA 2714"	""	""	"non-coding RNA"
"HGNC:54232"	"LINC02715"	"long independently transcribed non-coding RNA 2715"	""	""	"non-coding RNA"
"HGNC:25454"	"LINC02716"	"long independently transcribed non-coding RNA 2716"	""	""	"non-coding RNA"
"HGNC:54234"	"LINC02717"	"long independently transcribed non-coding RNA 2717"	""	""	"non-coding RNA"
"HGNC:54235"	"LINC02718"	"long independently transcribed non-coding RNA 2718"	""	""	"non-coding RNA"
"HGNC:54236"	"LINC02719"	"long independently transcribed non-coding RNA 2719"	""	""	"non-coding RNA"
"HGNC:54237"	"LINC02720"	"long independently transcribed non-coding RNA 2720"	""	""	"non-coding RNA"
"HGNC:54238"	"LINC02721"	"long independently transcribed non-coding RNA 2721"	""	""	"non-coding RNA"
"HGNC:54239"	"LINC02722"	"long independently transcribed non-coding RNA 2722"	""	""	"non-coding RNA"
"HGNC:54240"	"LINC02723"	"long independently transcribed non-coding RNA 2723"	""	""	"non-coding RNA"
"HGNC:54241"	"LINC02724"	"long independently transcribed non-coding RNA 2724"	""	""	"non-coding RNA"
"HGNC:54242"	"LINC02725"	"long independently transcribed non-coding RNA 2725"	""	""	"non-coding RNA"
"HGNC:54243"	"LINC02726"	"long independently transcribed non-coding RNA 2726"	""	""	"non-coding RNA"
"HGNC:54244"	"LINC02727"	"long independently transcribed non-coding RNA 2727"	""	""	"non-coding RNA"
"HGNC:54245"	"LINC02728"	"long independently transcribed non-coding RNA 2728"	""	""	"non-coding RNA"
"HGNC:54246"	"LINC02729"	"long independently transcribed non-coding RNA 2729"	""	""	"non-coding RNA"
"HGNC:54247"	"LINC02730"	"long independently transcribed non-coding RNA 2730"	""	""	"non-coding RNA"
"HGNC:54248"	"LINC02731"	"long independently transcribed non-coding RNA 2731"	""	""	"non-coding RNA"
"HGNC:54249"	"LINC02732"	"long independently transcribed non-coding RNA 2732"	""	""	"non-coding RNA"
"HGNC:54250"	"LINC02733"	"long independently transcribed non-coding RNA 2733"	""	""	"non-coding RNA"
"HGNC:54251"	"LINC02734"	"long independently transcribed non-coding RNA 2734"	""	""	"non-coding RNA"
"HGNC:54252"	"LINC02735"	"long independently transcribed non-coding RNA 2735"	""	""	"non-coding RNA"
"HGNC:54253"	"LINC02736"	"long independently transcribed non-coding RNA 2736"	""	""	"non-coding RNA"
"HGNC:54254"	"LINC02737"	"long independently transcribed non-coding RNA 2737"	""	""	"non-coding RNA"
"HGNC:54256"	"LINC02739"	"long independently transcribed non-coding RNA 2739"	""	""	"non-coding RNA"
"HGNC:54257"	"LINC02740"	"long independently transcribed non-coding RNA 2740"	""	""	"non-coding RNA"
"HGNC:54258"	"LINC02741"	"long independently transcribed non-coding RNA 2741"	""	""	"non-coding RNA"
"HGNC:54259"	"LINC02742"	"long independently transcribed non-coding RNA 2742"	""	""	"non-coding RNA"
"HGNC:54261"	"LINC02743"	"long independently transcribed non-coding RNA 2743"	""	""	"non-coding RNA"
"HGNC:54262"	"LINC02744"	"long independently transcribed non-coding RNA 2744"	""	""	"non-coding RNA"
"HGNC:54263"	"LINC02745"	"long independently transcribed non-coding RNA 2745"	""	""	"non-coding RNA"
"HGNC:54264"	"LINC02746"	"long independently transcribed non-coding RNA 2746"	""	""	"non-coding RNA"
"HGNC:54266"	"LINC02747"	"long independently transcribed non-coding RNA 2747"	"AP000439.3|CUPID2|AP000439.2"	""	"non-coding RNA"
"HGNC:54267"	"LINC02748"	"long independently transcribed non-coding RNA 2748"	""	""	"non-coding RNA"
"HGNC:54268"	"LINC02749"	"long independently transcribed non-coding RNA 2749"	""	""	"non-coding RNA"
"HGNC:54269"	"LINC02750"	"long independently transcribed non-coding RNA 2750"	""	""	"non-coding RNA"
"HGNC:54271"	"LINC02751"	"long independently transcribed non-coding RNA 2751"	"uc.321"	""	"non-coding RNA"
"HGNC:54272"	"LINC02752"	"long independently transcribed non-coding RNA 2752"	""	""	"non-coding RNA"
"HGNC:54273"	"LINC02753"	"long independently transcribed non-coding RNA 2753"	"AP003555.1|onclncRNA-626"	""	"non-coding RNA"
"HGNC:54274"	"LINC02754"	"long independently transcribed non-coding RNA 2754"	""	""	"non-coding RNA"
"HGNC:54275"	"LINC02755"	"long independently transcribed non-coding RNA 2755"	""	""	"non-coding RNA"
"HGNC:54276"	"LINC02756"	"long independently transcribed non-coding RNA 2756"	""	""	"non-coding RNA"
"HGNC:54277"	"LINC02757"	"long independently transcribed non-coding RNA 2757"	""	""	"non-coding RNA"
"HGNC:54278"	"LINC02758"	"long independently transcribed non-coding RNA 2758"	""	""	"non-coding RNA"
"HGNC:54279"	"LINC02759"	"long independently transcribed non-coding RNA 2759"	""	""	"non-coding RNA"
"HGNC:54280"	"LINC02760"	"long independently transcribed non-coding RNA 2760"	""	""	"non-coding RNA"
"HGNC:54281"	"LINC02761"	"long independently transcribed non-coding RNA 2761"	""	""	"non-coding RNA"
"HGNC:27443"	"LINC02762"	"long independently transcribed non-coding RNA 2762"	"lnc-PTS-1"	""	"non-coding RNA"
"HGNC:54282"	"LINC02763"	"long independently transcribed non-coding RNA 2763"	"RP11-65M17.3"	""	"non-coding RNA"
"HGNC:54283"	"LINC02764"	"long independently transcribed non-coding RNA 2764"	""	""	"non-coding RNA"
"HGNC:54285"	"LINC02765"	"long independently transcribed non-coding RNA 2765"	""	""	"non-coding RNA"
"HGNC:54286"	"LINC02766"	"long independently transcribed non-coding RNA 2766"	""	""	"non-coding RNA"
"HGNC:54287"	"LINC02767"	"long independently transcribed non-coding RNA 2767"	""	""	"non-coding RNA"
"HGNC:54288"	"LINC02768"	"long independently transcribed non-coding RNA 2768"	""	"LINC03081"	"non-coding RNA"
"HGNC:54289"	"LINC02769"	"long independently transcribed non-coding RNA 2769"	""	""	"non-coding RNA"
"HGNC:54290"	"LINC02770"	"long independently transcribed non-coding RNA 2770"	""	""	"non-coding RNA"
"HGNC:54291"	"LINC02771"	"long independently transcribed non-coding RNA 2771"	""	""	"non-coding RNA"
"HGNC:54292"	"LINC02772"	"long independently transcribed non-coding RNA 2772"	""	""	"non-coding RNA"
"HGNC:54293"	"LINC02773"	"long independently transcribed non-coding RNA 2773"	""	""	"non-coding RNA"
"HGNC:27923"	"LINC02774"	"long independently transcribed non-coding RNA 2774"	""	""	"non-coding RNA"
"HGNC:54294"	"LINC02775"	"long independently transcribed non-coding RNA 2775"	""	""	"non-coding RNA"
"HGNC:54297"	"LINC02777"	"long independently transcribed non-coding RNA 2777"	""	""	"non-coding RNA"
"HGNC:54298"	"LINC02778"	"long independently transcribed non-coding RNA 2778"	""	""	"non-coding RNA"
"HGNC:54299"	"LINC02779"	"long independently transcribed non-coding RNA 2779"	""	""	"non-coding RNA"
"HGNC:54300"	"LINC02780"	"long independently transcribed non-coding RNA 2780"	""	""	"non-coding RNA"
"HGNC:54301"	"LINC02781"	"long independently transcribed non-coding RNA 2781"	""	""	"non-coding RNA"
"HGNC:54302"	"LINC02782"	"long independently transcribed non-coding RNA 2782"	""	""	"non-coding RNA"
"HGNC:54303"	"LINC02783"	"long independently transcribed non-coding RNA 2783"	""	""	"non-coding RNA"
"HGNC:54304"	"LINC02784"	"long independently transcribed non-coding RNA 2784"	""	""	"non-coding RNA"
"HGNC:54307"	"LINC02786"	"long independently transcribed non-coding RNA 2786"	""	""	"non-coding RNA"
"HGNC:54308"	"LINC02787"	"long independently transcribed non-coding RNA 2787"	""	""	"non-coding RNA"
"HGNC:54309"	"LINC02788"	"long independently transcribed non-coding RNA 2788"	""	""	"non-coding RNA"
"HGNC:54310"	"LINC02789"	"long independently transcribed non-coding RNA 2789"	""	""	"non-coding RNA"
"HGNC:54313"	"LINC02790"	"long independently transcribed non-coding RNA 2790"	""	""	"non-coding RNA"
"HGNC:54315"	"LINC02791"	"long independently transcribed non-coding RNA 2791"	""	""	"non-coding RNA"
"HGNC:54316"	"LINC02792"	"long independently transcribed non-coding RNA 2792"	""	""	"non-coding RNA"
"HGNC:54317"	"LINC02793"	"long independently transcribed non-coding RNA 2793"	""	""	"non-coding RNA"
"HGNC:54318"	"LINC02794"	"long independently transcribed non-coding RNA 2794"	""	""	"non-coding RNA"
"HGNC:54319"	"LINC02795"	"long independently transcribed non-coding RNA 2795"	""	""	"non-coding RNA"
"HGNC:27918"	"LINC02796"	"long independently transcribed non-coding RNA 2796"	""	"LINC02797"	"non-coding RNA"
"HGNC:54323"	"LINC02798"	"long independently transcribed non-coding RNA 2798"	""	""	"non-coding RNA"
"HGNC:54324"	"LINC02799"	"long independently transcribed non-coding RNA 2799"	""	""	"non-coding RNA"
"HGNC:27642"	"LINC02800"	"long independently transcribed non-coding RNA 2800"	""	""	"non-coding RNA"
"HGNC:54325"	"LINC02801"	"long independently transcribed non-coding RNA 2801"	""	""	"non-coding RNA"
"HGNC:54326"	"LINC02802"	"long independently transcribed non-coding RNA 2802"	""	""	"non-coding RNA"
"HGNC:54328"	"LINC02803"	"long independently transcribed non-coding RNA 2803"	""	""	"non-coding RNA"
"HGNC:54339"	"LINC02805"	"long independently transcribed non-coding RNA 2805"	""	""	"non-coding RNA"
"HGNC:27628"	"LINC02806"	"long independently transcribed non-coding RNA 2806"	""	""	"non-coding RNA"
"HGNC:54340"	"LINC02808"	"long independently transcribed non-coding RNA 2808"	""	""	"non-coding RNA"
"HGNC:54341"	"LINC02809"	"long independently transcribed non-coding RNA 2809"	""	""	"non-coding RNA"
"HGNC:54342"	"LINC02810"	"long independently transcribed non-coding RNA 2810"	""	""	"non-coding RNA"
"HGNC:54343"	"LINC02811"	"long independently transcribed non-coding RNA 2811"	""	""	"non-coding RNA"
"HGNC:54344"	"LINC02812"	"long independently transcribed non-coding RNA 2812"	""	""	"non-coding RNA"
"HGNC:54345"	"LINC02813"	"long independently transcribed non-coding RNA 2813"	""	""	"non-coding RNA"
"HGNC:54346"	"LINC02814"	"long independently transcribed non-coding RNA 2814"	""	"LINC02815"	"non-coding RNA"
"HGNC:54348"	"LINC02816"	"long independently transcribed non-coding RNA 2816"	""	""	"non-coding RNA"
"HGNC:32042"	"LINC02817"	"long independently transcribed non-coding RNA 2817"	"FLJ46636"	"C1orf140"	"non-coding RNA"
"HGNC:54349"	"LINC02818"	"long independently transcribed non-coding RNA 2818"	""	""	"non-coding RNA"
"HGNC:54350"	"LINC02819"	"long independently transcribed non-coding RNA 2819"	""	""	"non-coding RNA"
"HGNC:54351"	"LINC02820"	"long independently transcribed non-coding RNA 2820"	"lnc-ALX1-2"	""	"non-coding RNA"
"HGNC:54352"	"LINC02821"	"long independently transcribed non-coding RNA 2821"	""	""	"non-coding RNA"
"HGNC:54353"	"LINC02822"	"long independently transcribed non-coding RNA 2822"	""	""	"non-coding RNA"
"HGNC:54354"	"LINC02823"	"long independently transcribed non-coding RNA 2823"	""	""	"non-coding RNA"
"HGNC:54356"	"LINC02824"	"long independently transcribed non-coding RNA 2824"	""	""	"non-coding RNA"
"HGNC:27477"	"LINC02825"	"long independently transcribed non-coding RNA 2825"	""	""	"non-coding RNA"
"HGNC:54357"	"LINC02826"	"long independently transcribed non-coding RNA 2826"	""	""	"non-coding RNA"
"HGNC:54358"	"LINC02827"	"long independently transcribed non-coding RNA 2827"	""	""	"non-coding RNA"
"HGNC:54359"	"LINC02828"	"long independently transcribed non-coding RNA 2828"	""	""	"non-coding RNA"
"HGNC:54362"	"LINC02829"	"long independently transcribed non-coding RNA 2829"	""	""	"non-coding RNA"
"HGNC:54363"	"LINC02830"	"long independently transcribed non-coding RNA 2830"	""	""	"non-coding RNA"
"HGNC:54365"	"LINC02831"	"long independently transcribed non-coding RNA 2831"	""	""	"non-coding RNA"
"HGNC:54366"	"LINC02832"	"long independently transcribed non-coding RNA 2832"	""	""	"non-coding RNA"
"HGNC:54367"	"LINC02833"	"long independently transcribed non-coding RNA 2833"	""	""	"non-coding RNA"
"HGNC:54368"	"LINC02834"	"long independently transcribed non-coding RNA 2834"	""	""	"non-coding RNA"
"HGNC:54369"	"LINC02835"	"long independently transcribed non-coding RNA 2835"	"lncMER52A"	""	"non-coding RNA"
"HGNC:54370"	"LINC02836"	"long independently transcribed non-coding RNA 2836"	""	""	"non-coding RNA"
"HGNC:54371"	"LINC02837"	"long independently transcribed non-coding RNA 2837"	""	""	"non-coding RNA"
"HGNC:54372"	"LINC02838"	"long independently transcribed non-coding RNA 2838"	""	""	"non-coding RNA"
"HGNC:54373"	"LINC02839"	"long independently transcribed non-coding RNA 2839"	""	""	"non-coding RNA"
"HGNC:54374"	"LINC02840"	"long independently transcribed non-coding RNA 2840"	""	""	"non-coding RNA"
"HGNC:54376"	"LINC02841"	"long independently transcribed non-coding RNA 2841"	""	""	"non-coding RNA"
"HGNC:54378"	"LINC02842"	"long independently transcribed non-coding RNA 2842"	"RP11-705O24.1"	"LINC02155"	"non-coding RNA"
"HGNC:27847"	"LINC02843"	"long independently transcribed non-coding RNA 2843"	""	""	"non-coding RNA"
"HGNC:54379"	"LINC02844"	"long independently transcribed non-coding RNA 2844"	""	""	"non-coding RNA"
"HGNC:54380"	"LINC02845"	"long independently transcribed non-coding RNA 2845"	""	""	"non-coding RNA"
"HGNC:54381"	"LINC02846"	"long independently transcribed non-coding RNA 2846"	""	""	"non-coding RNA"
"HGNC:54383"	"LINC02847"	"long independently transcribed non-coding RNA 2847"	""	""	"non-coding RNA"
"HGNC:54384"	"LINC02848"	"long independently transcribed non-coding RNA 2848"	""	""	"non-coding RNA"
"HGNC:54385"	"LINC02849"	"long independently transcribed non-coding RNA 2849"	""	""	"non-coding RNA"
"HGNC:54386"	"LINC02850"	"long independently transcribed non-coding RNA 2850"	""	""	"non-coding RNA"
"HGNC:54388"	"LINC02852"	"long independently transcribed non-coding RNA 2852"	""	""	"non-coding RNA"
"HGNC:54390"	"LINC02853"	"long independently transcribed non-coding RNA 2853"	""	""	"non-coding RNA"
"HGNC:54391"	"LINC02854"	"long independently transcribed non-coding RNA 2854"	""	""	"non-coding RNA"
"HGNC:54392"	"LINC02855"	"long independently transcribed non-coding RNA 2855"	""	""	"non-coding RNA"
"HGNC:54393"	"LINC02856"	"long independently transcribed non-coding RNA 2856"	""	""	"non-coding RNA"
"HGNC:54394"	"LINC02857"	"long independently transcribed non-coding RNA 2857"	""	""	"non-coding RNA"
"HGNC:54395"	"LINC02858"	"long independently transcribed non-coding RNA 2858"	""	""	"non-coding RNA"
"HGNC:54399"	"LINC02859"	"long independently transcribed non-coding RNA 2859"	"LncRNA-LOC101928316"	""	"non-coding RNA"
"HGNC:22364"	"LINC02860"	"long independently transcribed non-coding RNA 2860"	""	"C7orf71"	"non-coding RNA"
"HGNC:54419"	"LINC02862"	"long independently transcribed non-coding RNA 2862"	"AC073284.4"	""	"non-coding RNA"
"HGNC:41290"	"LINC02863"	"long independently transcribed non-coding RNA 2863"	""	""	"non-coding RNA"
"HGNC:54480"	"LINC02864"	"long independently transcribed non-coding RNA 2864"	"RP11-169F17.1"	""	"non-coding RNA"
"HGNC:54516"	"LINC02865"	"long independently transcribed non-coding RNA 2865"	""	""	"non-coding RNA"
"HGNC:54518"	"LINC02866"	"long independently transcribed non-coding RNA 2866"	"RP11-359E19.2"	""	"non-coding RNA"
"HGNC:32040"	"LINC02868"	"long independently transcribed non-coding RNA 2868"	""	"C1orf137"	"non-coding RNA"
"HGNC:32045"	"LINC02869"	"long independently transcribed non-coding RNA 2869"	""	"C1orf143"	"non-coding RNA"
"HGNC:27275"	"LINC02870"	"long independently transcribed non-coding RNA 2870"	"bA432J24.4"	"C10orf91"	"non-coding RNA"
"HGNC:16180"	"LINC02871"	"long independently transcribed non-coding RNA 2871"	"dJ727I10.1"	"C20orf187"	"non-coding RNA"
"HGNC:33817"	"LINC02872"	"long independently transcribed non-coding RNA 2872"	"FLJ45537"	"C9orf170"	"non-coding RNA"
"HGNC:26805"	"LINC02873"	"long independently transcribed non-coding RNA 2873"	"FLJ39058"	"C11orf44"	"non-coding RNA"
"HGNC:27473"	"LINC02874"	"long independently transcribed non-coding RNA 2874"	""	"C12orf80"	"non-coding RNA"
"HGNC:32699"	"LINC02875"	"long independently transcribed non-coding RNA 2875"	""	"C17orf82"	"non-coding RNA"
"HGNC:37259"	"LINC02877"	"long independently transcribed non-coding RNA 2877"	""	"C3orf79"	"non-coding RNA"
"HGNC:54524"	"LINC02878"	"long independently transcribed non-coding RNA 2878"	"BREA2"	""	"non-coding RNA"
"HGNC:54551"	"LINC02879"	"long independently transcribed non-coding RNA 2879"	"USFM"	""	"non-coding RNA"
"HGNC:54660"	"LINC02880"	"long independently transcribed non-coding RNA 2880"	"FLJ34503"	""	"non-coding RNA"
"HGNC:51236"	"LINC02881"	"long independently transcribed non-coding RNA 2881"	""	"C10orf142"	"non-coding RNA"
"HGNC:54802"	"LINC02882"	"long independently transcribed non-coding RNA 2882"	"RP11-81H3.2"	""	"non-coding RNA"
"HGNC:54806"	"LINC02883"	"long independently transcribed non-coding RNA 2883"	"KMU15"	""	"non-coding RNA"
"HGNC:54808"	"LINC02884"	"long independently transcribed non-coding RNA 2884"	""	""	"non-coding RNA"
"HGNC:41188"	"LINC02885"	"long independently transcribed non-coding RNA 2885"	""	"ISX-AS1"	"non-coding RNA"
"HGNC:54867"	"LINC02886"	"long independently transcribed non-coding RNA 2886"	"RP11-697M17.1"	""	"non-coding RNA"
"HGNC:55047"	"LINC02887"	"long independently transcribed non-coding RNA 2887"	""	""	"non-coding RNA"
"HGNC:53765"	"LINC02888"	"long independently transcribed non-coding RNA 2888"	"KCCAT333"	""	"non-coding RNA"
"HGNC:55071"	"LINC02889"	"long independently transcribed non-coding RNA 2889"	""	""	"non-coding RNA"
"HGNC:55220"	"LINC02890"	"long independently transcribed non-coding RNA 2890"	""	""	"non-coding RNA"
"HGNC:55221"	"LINC02891"	"long independently transcribed non-coding RNA 2891"	"lnc-RTN4R-1"	""	"non-coding RNA"
"HGNC:55359"	"LINC02893"	"long independently transcribed non-coding RNA 2893"	"AL513318.2"	""	"non-coding RNA"
"HGNC:55364"	"LINC02894"	"long independently transcribed non-coding RNA 2894"	""	""	"non-coding RNA"
"HGNC:55422"	"LINC02895"	"long independently transcribed non-coding RNA 2895"	""	""	"non-coding RNA"
"HGNC:55427"	"LINC02896"	"long independently transcribed non-coding RNA 2896"	""	""	"non-coding RNA"
"HGNC:33759"	"LINC02897"	"long independently transcribed non-coding RNA 2897"	"FLJ45717"	"C1orf229"	"non-coding RNA"
"HGNC:42966"	"LINC02898"	"long independently transcribed non-coding RNA 2898"	""	"C2orf91"	"non-coding RNA"
"HGNC:26630"	"LINC02899"	"long independently transcribed non-coding RNA 2899"	"FLJ34836"	"C5orf17"	"non-coding RNA"
"HGNC:27964"	"LINC02900"	"long independently transcribed non-coding RNA 2900"	""	"C5orf66-AS2"	"non-coding RNA"
"HGNC:21179"	"LINC02901"	"long independently transcribed non-coding RNA 2901"	"yR211F11.1"	"C6orf99"	"non-coding RNA"
"HGNC:34432"	"LINC02902"	"long independently transcribed non-coding RNA 2902"	"FLJ44108"	"C7orf65"	"non-coding RNA"
"HGNC:33712"	"LINC02903"	"long independently transcribed non-coding RNA 2903"	""	"C7orf66"	"non-coding RNA"
"HGNC:32200"	"LINC02905"	"long independently transcribed non-coding RNA 2905"	"FLJ30972|G4DM"	"C8orf49"	"non-coding RNA"
"HGNC:42974"	"LINC02906"	"long independently transcribed non-coding RNA 2906"	""	"C8orf87"	"non-coding RNA"
"HGNC:28581"	"LINC02907"	"long independently transcribed non-coding RNA 2907"	"MGC35463"	"C9orf62"	"non-coding RNA"
"HGNC:31426"	"LINC02908"	"long independently transcribed non-coding RNA 2908"	"FLJ36268|FLJ42909"	"C9orf139"	"non-coding RNA"
"HGNC:27282"	"LINC02909"	"long independently transcribed non-coding RNA 2909"	""	"C12orf77"	"non-coding RNA"
"HGNC:44658"	"LINC02911"	"long independently transcribed non-coding RNA 2911"	""	"C16orf97"	"non-coding RNA"
"HGNC:32295"	"LINC02912"	"long independently transcribed non-coding RNA 2912"	"FLJ36105"	"TMEM75"	"non-coding RNA"
"HGNC:31370"	"LINC02913"	"long independently transcribed non-coding RNA 2913"	"bA65J3.5"	"C9orf106"	"non-coding RNA"
"HGNC:26375"	"LINC02914"	"long independently transcribed non-coding RNA 2914"	"FLJ25773"	"C14orf177"	"non-coding RNA"
"HGNC:33797"	"LINC02915"	"long independently transcribed non-coding RNA 2915"	"FLJ39531"	"C15orf54"	"non-coding RNA"
