"hgnc_id"	"symbol"	"name"	"alias_symbol"	"prev_symbol"	"locus_group"
"HGNC:9055"	"PLCB2"	"phospholipase C beta 2"	"FLJ38135"	""	"protein-coding gene"
"HGNC:43662"	"PLCB2-AS1"	"PLCB2 antisense RNA 1"	""	""	"non-coding RNA"
"HGNC:9056"	"PLCB3"	"phospholipase C beta 3"	""	""	"protein-coding gene"
"HGNC:9059"	"PLCB4"	"phospholipase C beta 4"	""	""	"protein-coding gene"
"HGNC:9060"	"PLCD1"	"phospholipase C delta 1"	""	""	"protein-coding gene"
"HGNC:9061"	"PLCD3"	"phospholipase C delta 3"	""	""	"protein-coding gene"
"HGNC:9062"	"PLCD4"	"phospholipase C delta 4"	""	""	"protein-coding gene"
"HGNC:17175"	"PLCE1"	"phospholipase C epsilon 1"	"KIAA1516|PLCE|NPHS3"	""	"protein-coding gene"
"HGNC:45193"	"PLCE1-AS1"	"PLCE1 antisense RNA 1"	""	""	"non-coding RNA"
"HGNC:51206"	"PLCE1-AS2"	"PLCE1 antisense RNA 2"	""	""	"non-coding RNA"
"HGNC:51906"	"PLCE1P1"	"phospholipase C epsilon 1 pseudogene 1"	""	""	"pseudogene"
"HGNC:9065"	"PLCG1"	"phospholipase C gamma 1"	"PLC148|PLC-II|PLCgamma1|NCKAP3"	"PLC1"	"protein-coding gene"
"HGNC:40450"	"PLCG1-AS1"	"PLCG1 antisense RNA 1"	"TOP1-AS1"	""	"non-coding RNA"
"HGNC:9066"	"PLCG2"	"phospholipase C gamma 2"	""	""	"protein-coding gene"
"HGNC:29185"	"PLCH1"	"phospholipase C eta 1"	"KIAA1069|MGC117152|DKFZp434C1372|PLCeta1"	"PLCL3"	"protein-coding gene"
"HGNC:41231"	"PLCH1-AS1"	"PLCH1 antisense RNA 1"	""	""	"non-coding RNA"
"HGNC:41232"	"PLCH1-AS2"	"PLCH1 antisense RNA 2"	""	""	"non-coding RNA"
"HGNC:29037"	"PLCH2"	"phospholipase C eta 2"	"KIAA0450|PLCeta2|RP3-395M20.1|PLC-eta2"	"PLCL4"	"protein-coding gene"
"HGNC:9063"	"PLCL1"	"phospholipase C like 1 (inactive)"	"PLC-L|PLCL|PRIP|PPP1R127"	"PLCE"	"protein-coding gene"
"HGNC:9064"	"PLCL2"	"phospholipase C like 2"	"KIAA1092"	"PLCE2"	"protein-coding gene"
"HGNC:40449"	"PLCL2-AS1"	"PLCL2 antisense RNA 1"	""	""	"non-coding RNA"
"HGNC:58366"	"PLCL2UT"	"PLCL2 upstream transcript"	""	""	"non-coding RNA"
"HGNC:23148"	"PLCXD1"	"phosphatidylinositol specific phospholipase C X domain containing 1"	"FLJ11323"	""	"protein-coding gene"
"HGNC:26462"	"PLCXD2"	"phosphatidylinositol specific phospholipase C X domain containing 2"	"FLJ31579"	""	"protein-coding gene"
"HGNC:41145"	"PLCXD2-AS1"	"PLCXD2 antisense RNA 1"	""	""	"non-coding RNA"
"HGNC:31822"	"PLCXD3"	"phosphatidylinositol specific phospholipase C X domain containing 3"	""	""	"protein-coding gene"
"HGNC:59035"	"PLCXD3-AS1"	"PLCXD3 antisense RNA 1"	""	""	"non-coding RNA"
"HGNC:19218"	"PLCZ1"	"phospholipase C zeta 1"	"NYD-SP27|PLCzeta|Czeta"	""	"protein-coding gene"
"HGNC:9067"	"PLD1"	"phospholipase D1"	""	""	"protein-coding gene"
"HGNC:9068"	"PLD2"	"phospholipase D2"	""	""	"protein-coding gene"
"HGNC:17158"	"PLD3"	"phospholipase D family member 3"	"HU-K4"	""	"protein-coding gene"
"HGNC:23792"	"PLD4"	"phospholipase D family member 4"	""	"C14orf175"	"protein-coding gene"
"HGNC:26879"	"PLD5"	"phospholipase D family member 5"	"FLJ40773"	""	"protein-coding gene"
"HGNC:41171"	"PLD5-AS1"	"PLD5 antisense RNA 1"	""	""	"non-coding RNA"
"HGNC:55072"	"PLD5P1"	"PLD5 pseudogene 1"	""	""	"pseudogene"
"HGNC:30447"	"PLD6"	"phospholipase D family member 6"	"Zuc"	""	"protein-coding gene"
"HGNC:9069"	"PLEC"	"plectin"	"PCN|PLTN"	"EBS1|PLEC1"	"protein-coding gene"
"HGNC:9070"	"PLEK"	"pleckstrin"	"P47|PLEK1"	""	"protein-coding gene"
"HGNC:19238"	"PLEK2"	"pleckstrin 2"	""	""	"protein-coding gene"
"HGNC:14335"	"PLEKHA1"	"pleckstrin homology domain containing A1"	"TAPP1"	""	"protein-coding gene"
"HGNC:14336"	"PLEKHA2"	"pleckstrin homology domain containing A2"	"TAPP2"	""	"protein-coding gene"
"HGNC:14338"	"PLEKHA3"	"pleckstrin homology domain containing A3"	"FAPP1"	""	"protein-coding gene"
"HGNC:19648"	"PLEKHA3P1"	"pleckstrin homology domain containing A3 pseudogene 1"	"PLEKHA3P"	""	"pseudogene"
"HGNC:14339"	"PLEKHA4"	"pleckstrin homology domain containing A4"	"PEPP1"	""	"protein-coding gene"
"HGNC:30036"	"PLEKHA5"	"pleckstrin homology domain containing A5"	"PEPP2|KIAA1686|FLJ10667"	""	"protein-coding gene"
"HGNC:17053"	"PLEKHA6"	"pleckstrin homology domain containing A6"	"PEPP3|KIAA0969"	""	"protein-coding gene"
"HGNC:27049"	"PLEKHA7"	"pleckstrin homology domain containing A7"	"DKFZp686M22243"	""	"protein-coding gene"
"HGNC:30037"	"PLEKHA8"	"pleckstrin homology domain containing A8"	"FAPP2|MGC3358"	""	"protein-coding gene"
"HGNC:30222"	"PLEKHA8P1"	"pleckstrin homology domain containing A8 pseudogene 1"	"FLJ14156"	"PLEKHA9"	"pseudogene"
"HGNC:19079"	"PLEKHB1"	"pleckstrin homology domain containing B1"	"PHR1|KPL1"	"PHRET1"	"protein-coding gene"
"HGNC:19236"	"PLEKHB2"	"pleckstrin homology domain containing B2"	"EVT2|FLJ20783"	""	"protein-coding gene"
"HGNC:56814"	"PLEKHB2P1"	"PLEKHB2 pseudogene 1"	""	""	"pseudogene"
"HGNC:20148"	"PLEKHD1"	"pleckstrin homology and coiled-coil domain containing D1"	"UPF0639"	""	"protein-coding gene"
"HGNC:20764"	"PLEKHF1"	"pleckstrin homology and FYVE domain containing 1"	"APPD|MGC4090|PHAFIN1|ZFYVE15"	""	"protein-coding gene"
"HGNC:20757"	"PLEKHF2"	"pleckstrin homology and FYVE domain containing 2"	"ZFYVE18|PHAFIN2|FLJ13187"	""	"protein-coding gene"
"HGNC:20884"	"PLEKHG1"	"pleckstrin homology and RhoGEF domain containing G1"	"KIAA1209|ARHGEF41"	""	"protein-coding gene"
"HGNC:29515"	"PLEKHG2"	"pleckstrin homology and RhoGEF domain containing G2"	"CLG|FLJ00018|ARHGEF42"	""	"protein-coding gene"
"HGNC:20364"	"PLEKHG3"	"pleckstrin homology and RhoGEF domain containing G3"	"ARHGEF43"	"KIAA0599"	"protein-coding gene"
"HGNC:24501"	"PLEKHG4"	"pleckstrin homology and RhoGEF domain containing G4"	"DKFZP434I216|ARHGEF44"	"SCA4"	"protein-coding gene"
"HGNC:29399"	"PLEKHG4B"	"pleckstrin homology and RhoGEF domain containing G4B"	"KIAA1909|ARHGEF48"	""	"protein-coding gene"
"HGNC:29105"	"PLEKHG5"	"pleckstrin homology and RhoGEF domain containing G5"	"KIAA0720|Syx|GEF720|Tech|ARHGEF45"	""	"protein-coding gene"
"HGNC:25562"	"PLEKHG6"	"pleckstrin homology and RhoGEF domain containing G6"	"FLJ10665|MYOGEF|ARHGEF46"	""	"protein-coding gene"
"HGNC:33829"	"PLEKHG7"	"pleckstrin homology and RhoGEF domain containing G7"	"FLJ46688"	"C12orf74"	"protein-coding gene"
"HGNC:17733"	"PLEKHH1"	"pleckstrin homology, MyTH4 and FERM domain containing H1"	"KIAA1200"	""	"protein-coding gene"
"HGNC:30506"	"PLEKHH2"	"pleckstrin homology, MyTH4 and FERM domain containing H2"	"KIAA2028|PLEKHH1L"	""	"protein-coding gene"
"HGNC:26105"	"PLEKHH3"	"pleckstrin homology, MyTH4 and FERM domain containing H3"	"FLJ21019"	""	"protein-coding gene"
"HGNC:18211"	"PLEKHJ1"	"pleckstrin homology domain containing J1"	"FLJ10297"	""	"protein-coding gene"
"HGNC:29017"	"PLEKHM1"	"pleckstrin homology and RUN domain containing M1"	"KIAA0356"	""	"protein-coding gene"
"HGNC:35411"	"PLEKHM1P1"	"pleckstrin homology and RUN domain containing M1 pseudogene 1"	"LOC440456"	"PLEKHM1P"	"pseudogene"
"HGNC:29131"	"PLEKHM2"	"pleckstrin homology and RUN domain containing M2"	"KIAA0842"	""	"protein-coding gene"
"HGNC:58402"	"PLEKHM2-AS1"	"PLEKHM2 antisense RNA 1"	""	""	"non-coding RNA"
"HGNC:34006"	"PLEKHM3"	"pleckstrin homology domain containing M3"	"DAPR"	"PLEKHM1L"	"protein-coding gene"
"HGNC:25284"	"PLEKHN1"	"pleckstrin homology domain containing N1"	"DKFZP434H2010"	""	"protein-coding gene"
"HGNC:24310"	"PLEKHO1"	"pleckstrin homology domain containing O1"	"CKIP-1|OC120"	""	"protein-coding gene"
"HGNC:30026"	"PLEKHO2"	"pleckstrin homology domain containing O2"	"DKFZp761K2312|PP1628|pp9099"	"PLEKHQ1"	"protein-coding gene"
"HGNC:26285"	"PLEKHS1"	"pleckstrin homology domain containing S1"	"FLJ23537|bA211N11.2"	"C10orf81"	"protein-coding gene"
"HGNC:30053"	"PLET1"	"placenta expressed transcript 1"	""	"C11orf34"	"protein-coding gene"
"HGNC:9071"	"PLG"	"plasminogen"	""	""	"protein-coding gene"
"HGNC:9074"	"PLGLA"	"plasminogen like A (pseudogene)"	""	"PLGP2|PLGLA1"	"pseudogene"
"HGNC:9072"	"PLGLB1"	"plasminogen like B1"	"PRP-B"	"PLGL"	"protein-coding gene"
"HGNC:9073"	"PLGLB2"	"plasminogen like B2"	""	"PLGP1"	"protein-coding gene"
"HGNC:23633"	"PLGRKT"	"plasminogen receptor with a C-terminal lysine"	"MDS030|FLJ14688|AD025|Plg-RKT"	"C9orf46"	"protein-coding gene"
"HGNC:9076"	"PLIN1"	"perilipin 1"	""	"PLIN"	"protein-coding gene"
"HGNC:248"	"PLIN2"	"perilipin 2"	"ADRP"	"ADFP"	"protein-coding gene"
"HGNC:16893"	"PLIN3"	"perilipin 3"	"TIP47|PP17"	"M6PRBP1"	"protein-coding gene"
"HGNC:58206"	"PLIN3-AS1"	"PLIN3 antisense RNA 1"	""	""	"non-coding RNA"
"HGNC:29393"	"PLIN4"	"perilipin 4"	"S3-12"	"KIAA1881"	"protein-coding gene"
"HGNC:33196"	"PLIN5"	"perilipin 5"	"LSDP5|LSDA5|OXPAT|MLDP"	""	"protein-coding gene"
"HGNC:9077"	"PLK1"	"polo like kinase 1"	""	"PLK"	"protein-coding gene"
"HGNC:19699"	"PLK2"	"polo like kinase 2"	"SNK"	""	"protein-coding gene"
"HGNC:2154"	"PLK3"	"polo like kinase 3"	"FNK|PRK"	"CNK"	"protein-coding gene"
"HGNC:11397"	"PLK4"	"polo like kinase 4"	"Sak"	"STK18"	"protein-coding gene"
"HGNC:58883"	"PLK4-DT"	"PLK4 divergent transcript"	""	""	"non-coding RNA"
"HGNC:27001"	"PLK5"	"polo like kinase 5 (inactive)"	"SgK384ps"	"PLK5P"	"protein-coding gene"
"HGNC:18553"	"PLLP"	"plasmolipin"	"PMLP"	"TM4SF11"	"protein-coding gene"
"HGNC:54943"	"PLLPP1"	"PLLP pseudogene 1"	""	""	"pseudogene"
"HGNC:9080"	"PLN"	"phospholamban"	"CMD1P"	"PLB"	"protein-coding gene"
"HGNC:9081"	"PLOD1"	"procollagen-lysine,2-oxoglutarate 5-dioxygenase 1"	"LH1"	"LLH|PLOD"	"protein-coding gene"
"HGNC:9082"	"PLOD2"	"procollagen-lysine,2-oxoglutarate 5-dioxygenase 2"	"LH2|TLH"	""	"protein-coding gene"
"HGNC:9083"	"PLOD3"	"procollagen-lysine,2-oxoglutarate 5-dioxygenase 3"	"LH3"	""	"protein-coding gene"
"HGNC:9086"	"PLP1"	"proteolipid protein 1"	"GPM6C"	"SPG2|PLP"	"protein-coding gene"
"HGNC:9087"	"PLP2"	"proteolipid protein 2"	"A4|A4-LSB|MGC126187"	""	"protein-coding gene"
"HGNC:9457"	"PLPBP"	"pyridoxal phosphate binding protein"	""	"PROSC"	"protein-coding gene"
"HGNC:9228"	"PLPP1"	"phospholipid phosphatase 1"	"PAP-2a|LPP1"	"PPAP2A"	"protein-coding gene"
"HGNC:59046"	"PLPP1-DT"	"PLPP1 divergent transcript"	""	""	"non-coding RNA"
"HGNC:9230"	"PLPP2"	"phospholipid phosphatase 2"	"PAP-2c|LPP2"	"PPAP2C"	"protein-coding gene"
"HGNC:9229"	"PLPP3"	"phospholipid phosphatase 3"	"PAP-2b|LPP3"	"PPAP2B"	"protein-coding gene"
"HGNC:23531"	"PLPP4"	"phospholipid phosphatase 4"	"DPPL2"	"PPAPDC1|PPAPDC1A"	"protein-coding gene"
"HGNC:25026"	"PLPP5"	"phospholipid phosphatase 5"	"HTPAP|DPPL1"	"PPAPDC1B"	"protein-coding gene"
"HGNC:23682"	"PLPP6"	"phospholipid phosphatase 6"	"FLJ90191|FLJ46512|PDP1"	"PPAPDC2"	"protein-coding gene"
"HGNC:28174"	"PLPP7"	"phospholipid phosphatase 7 (inactive)"	"MGC12921|FLJ14662|NET39"	"C9orf67|PPAPDC3"	"protein-coding gene"
"HGNC:25993"	"PLPPR1"	"phospholipid phosphatase related 1"	"PRG-3|MGC26189|FLJ20300|LPPR1"	""	"protein-coding gene"
"HGNC:29566"	"PLPPR2"	"phospholipid phosphatase related 2"	"LPPR2|PRG-4"	""	"protein-coding gene"
"HGNC:23497"	"PLPPR3"	"phospholipid phosphatase related 3"	"PRG-2|FLJ11535|LPPR3|PRG2"	""	"protein-coding gene"
"HGNC:23496"	"PLPPR4"	"phospholipid phosphatase related 4"	"PRG-1|LPPR4|KIAA0455|PHP1"	""	"protein-coding gene"
"HGNC:31703"	"PLPPR5"	"phospholipid phosphatase related 5"	"PAP2D|PAP2|LPPR5|PRG5"	""	"protein-coding gene"
"HGNC:55720"	"PLPPR5-AS1"	"PLPPR5 antisense RNA 1"	""	""	"non-coding RNA"
"HGNC:9089"	"PLRG1"	"pleiotropic regulator 1"	"PRL1|Prp46|PRPF46|Cwc1|TANGO4"	""	"protein-coding gene"
"HGNC:9090"	"PLS1"	"plastin 1"	""	""	"protein-coding gene"
"HGNC:40451"	"PLS1-AS1"	"PLS1 antisense RNA 1"	""	""	"non-coding RNA"
"HGNC:55926"	"PLS1P1"	"PLS1 pseudogene 1"	""	""	"pseudogene"
"HGNC:9091"	"PLS3"	"plastin 3"	"T-plastin"	""	"protein-coding gene"
"HGNC:50343"	"PLS3-AS1"	"PLS3 antisense RNA 1"	""	""	"non-coding RNA"
"HGNC:9092"	"PLSCR1"	"phospholipid scramblase 1"	"MMTRA1B"	""	"protein-coding gene"
"HGNC:16494"	"PLSCR2"	"phospholipid scramblase 2"	""	""	"protein-coding gene"
"HGNC:16495"	"PLSCR3"	"phospholipid scramblase 3"	""	""	"protein-coding gene"
"HGNC:16497"	"PLSCR4"	"phospholipid scramblase 4"	""	""	"protein-coding gene"
"HGNC:56556"	"PLSCR4P1"	"PLSCR4 pseudogene 1"	""	""	"pseudogene"
"HGNC:19952"	"PLSCR5"	"phospholipid scramblase family member 5"	""	""	"protein-coding gene"
"HGNC:40907"	"PLSCR5-AS1"	"PLSCR5 antisense RNA 1"	""	""	"non-coding RNA"
"HGNC:9093"	"PLTP"	"phospholipid transfer protein"	"BPIFE"	""	"protein-coding gene"
"HGNC:43698"	"PLUT"	"PDX1 associated lncRNA, upregulator of transcription"	"PLUTO|HI-LNC71"	"PDX1-AS1"	"non-coding RNA"
"HGNC:13635"	"PLVAP"	"plasmalemma vesicle associated protein"	"gp68|PV-1|PV1|FELS"	""	"protein-coding gene"
"HGNC:20945"	"PLXDC1"	"plexin domain containing 1"	"TEM3|TEM7"	""	"protein-coding gene"
"HGNC:21013"	"PLXDC2"	"plexin domain containing 2"	"TEM7R|FLJ14623|PLXDC2-OT"	""	"protein-coding gene"
"HGNC:58236"	"PLXDC2-AS1"	"PLXDC2 antisense RNA 1"	""	""	"non-coding RNA"
"HGNC:9099"	"PLXNA1"	"plexin A1"	"NOV"	"PLXN1"	"protein-coding gene"
"HGNC:9100"	"PLXNA2"	"plexin A2"	"OCT|FLJ11751|FLJ30634|KIAA0463"	"PLXN2"	"protein-coding gene"
"HGNC:9101"	"PLXNA3"	"plexin A3"	"SEX|XAP-6|6.3|Plxn3"	"PLXN4"	"protein-coding gene"
"HGNC:9102"	"PLXNA4"	"plexin A4"	"KIAA1550|DKFZp434G0625PRO34003|FAYV2820"	"PLXNA4A|PLXNA4B"	"protein-coding gene"
"HGNC:40453"	"PLXNA4-AS1"	"PLXNA4 antisense RNA 1"	""	""	"non-coding RNA"
"HGNC:40452"	"PLXNA4-AS2"	"PLXNA4 antisense RNA 2"	""	""	"non-coding RNA"
"HGNC:9103"	"PLXNB1"	"plexin B1"	"SEP|KIAA0407"	"PLXN5"	"protein-coding gene"
"HGNC:9104"	"PLXNB2"	"plexin B2"	"MM1|KIAA0315|PLEXB2|lncFAL"	""	"protein-coding gene"
"HGNC:9105"	"PLXNB3"	"plexin B3"	"PLEXR|PLEXB3"	"PLXN6"	"protein-coding gene"
"HGNC:40454"	"PLXNB3-AS1"	"PLXNB3 antisense RNA 1"	""	""	"non-coding RNA"
"HGNC:9106"	"PLXNC1"	"plexin C1"	"VESPR|CD232"	""	"protein-coding gene"
"HGNC:58451"	"PLXNC1-AS1"	"PLXNC1 antisense RNA 1"	""	""	"non-coding RNA"
"HGNC:9107"	"PLXND1"	"plexin D1"	"KIAA0620"	""	"protein-coding gene"
"HGNC:26518"	"PM20D1"	"peptidase M20 domain containing 1"	"FLJ32569|Cps1"	""	"protein-coding gene"
"HGNC:27633"	"PM20D1-AS1"	"PM20D1 antisense RNA 1"	""	""	"non-coding RNA"
"HGNC:21408"	"PM20D2"	"peptidase M20 domain containing 2"	"bA63L7.3"	"ACY1L2"	"protein-coding gene"
"HGNC:9108"	"PMAIP1"	"phorbol-12-myristate-13-acetate-induced protein 1"	"APR|NOXA"	""	"protein-coding gene"
"HGNC:58769"	"PMAR72"	"plasma membrane associated RNA 72"	""	""	"non-coding RNA"
"HGNC:9109"	"PMCH"	"pro-melanin concentrating hormone"	"MCH"	""	"protein-coding gene"
"HGNC:9110"	"PMCHL1"	"pro-melanin concentrating hormone like 1 (pseudogene)"	""	""	"pseudogene"
"HGNC:9111"	"PMCHL2"	"pro-melanin concentrating hormone like 2 (pseudogene)"	""	""	"pseudogene"
"HGNC:10880"	"PMEL"	"premelanosome protein"	"D12S53E|SI|Pmel17|gp100|HMB-45|ME20|HMB45"	"SIL|SILV"	"protein-coding gene"
"HGNC:14107"	"PMEPA1"	"prostate transmembrane protein, androgen induced 1"	"STAG1"	"TMEPAI"	"protein-coding gene"
"HGNC:9112"	"PMF1"	"polyamine modulated factor 1"	""	""	"protein-coding gene"
"HGNC:42953"	"PMF1-BGLAP"	"PMF1-BGLAP readthrough"	""	""	"other"
"HGNC:17728"	"PMFBP1"	"polyamine modulated factor 1 binding protein 1"	""	""	"protein-coding gene"
"HGNC:53649"	"PMIS2"	"PMIS2 transmembrane protein"	"IFITMD9"	""	"protein-coding gene"
"HGNC:9113"	"PML"	"PML nuclear body scaffold"	"MYL|TRIM19|RNF71"	""	"protein-coding gene"
"HGNC:9114"	"PMM1"	"phosphomannomutase 1"	"Sec53"	""	"protein-coding gene"
"HGNC:9115"	"PMM2"	"phosphomannomutase 2"	"CDGS|CDG1a|PMI|PMI1"	"CDG1"	"protein-coding gene"
"HGNC:58482"	"PMM2-AS1"	"PMM2 antisense RNA 1"	""	""	"non-coding RNA"
"HGNC:9116"	"PMM2P1"	"phosphomannomutase 2 pseudogene 1"	""	""	"pseudogene"
"HGNC:21753"	"PMM2P2"	"phosphomannomutase 2 pseudogene 2"	""	""	"pseudogene"
"HGNC:9117"	"PMP2"	"peripheral myelin protein 2"	"MP2|FABP8|M-FABP"	""	"protein-coding gene"
"HGNC:9118"	"PMP22"	"peripheral myelin protein 22"	"HNPP|GAS3|Sp110|HMSNIA"	"CMT1A"	"protein-coding gene"
"HGNC:18667"	"PMPCA"	"peptidase, mitochondrial processing subunit alpha"	"KIAA0123|Alpha-MPP|MAS2"	"INPP5E|SCAR2|CLA1"	"protein-coding gene"
"HGNC:51348"	"PMPCAP1"	"PMPCA pseudogene 1"	""	""	"pseudogene"
"HGNC:9119"	"PMPCB"	"peptidase, mitochondrial processing subunit beta"	"MPPB|MPPP52|MAS1|beta-MPP"	""	"protein-coding gene"
"HGNC:9121"	"PMS1"	"PMS1 homolog 1, mismatch repair system component"	"MLH2"	"PMSL1"	"protein-coding gene"
"HGNC:9122"	"PMS2"	"PMS1 homolog 2, mismatch repair system component"	"H_DJ0042M02.9|HNPCC4|MLH4|PMS-2"	"PMSL2"	"protein-coding gene"
"HGNC:30061"	"PMS2CL"	"PMS2 C-terminal like (pseudogene)"	"PMS2P13"	""	"pseudogene"
"HGNC:9123"	"PMS2P1"	"PMS1 homolog 2, mismatch repair system component pseudogene 1"	"PMS3|PMS8|PMS2L13|PMSR2|PMSR1"	"PMS2L6|PMS2L8|PMS2L7|PMS2L1"	"pseudogene"
"HGNC:9127"	"PMS2P2"	"PMS1 homolog 2, mismatch repair system component pseudogene 2"	"PMS4"	"PMS2L2"	"pseudogene"
"HGNC:9128"	"PMS2P3"	"PMS1 homolog 2, mismatch repair system component pseudogene 3"	"PMS5|PMSR3"	"PMS2L9|PMS2L3"	"pseudogene"
"HGNC:9129"	"PMS2P4"	"PMS1 homolog 2, mismatch repair system component pseudogene 4"	"PMS6"	"PMS2L4"	"pseudogene"
"HGNC:9130"	"PMS2P5"	"PMS1 homolog 2, mismatch repair system component pseudogene 5"	"PMS7|MGC34222"	"PMS2L5"	"pseudogene"
"HGNC:33514"	"PMS2P6"	"PMS1 homolog 2, mismatch repair system component pseudogene 6"	""	"PMS2L14"	"pseudogene"
"HGNC:33515"	"PMS2P7"	"PMS1 homolog 2, mismatch repair system component pseudogene 7"	"PMSR7"	"PMS2LP2|PMS2L15"	"pseudogene"
"HGNC:33516"	"PMS2P8"	"PMS1 homolog 2, mismatch repair system component pseudogene 8"	""	"PMS2L16"	"pseudogene"
"HGNC:9135"	"PMS2P9"	"PMS1 homolog 2, mismatch repair system component pseudogene 9"	"PMSR5"	"PMS2LP1|PMS2L17"	"pseudogene"
"HGNC:9124"	"PMS2P10"	"PMS1 homolog 2, mismatch repair system component pseudogene 10"	"PMSR4"	"PMS2L10"	"pseudogene"
"HGNC:9125"	"PMS2P11"	"PMS1 homolog 2, mismatch repair system component pseudogene 11"	"PMSR6"	"PMS2L11"	"pseudogene"
"HGNC:13641"	"PMS2P12"	"PMS1 homolog 2, mismatch repair system component pseudogene 12"	"PMSL12"	"PMS2L12"	"pseudogene"
"HGNC:55748"	"PMS2P13"	"PMS1 homolog 2, mismatch repair system component pseudogene 13"	""	""	"pseudogene"
"HGNC:55747"	"PMS2P14"	"PMS1 homolog 2, mismatch repair system component pseudogene 14"	""	""	"pseudogene"
"HGNC:9141"	"PMVK"	"phosphomevalonate kinase"	"PMK|PMKA|HUMPMKI"	""	"protein-coding gene"
"HGNC:13415"	"PNCK"	"pregnancy up-regulated nonubiquitous CaM kinase"	"MGC45419|CaMK1b"	""	"protein-coding gene"
"HGNC:58269"	"PNCRNA-D"	"promoter associated ncRNA regulator of CCND1"	""	""	"non-coding RNA"
"HGNC:21222"	"PNISR"	"PNN interacting serine and arginine rich protein"	"FLJ14752|bA98I9.2|DKFZp564B0769|SRrp130"	"C6orf111|SFRS18"	"protein-coding gene"
"HGNC:40958"	"PNISR-AS1"	"PNISR antisense RNA 1"	""	""	"non-coding RNA"
"HGNC:9153"	"PNKD"	"PNKD metallo-beta-lactamase domain containing"	"DYT8|PDC|DKFZp564N1362|FPD1|MR-1|BRP17|FKSG19|TAHCCP2|KIAA1184|KIPP1184|MGC31943|PKND1|MR-1S"	""	"protein-coding gene"
"HGNC:49628"	"PNKDP1"	"PNKD pseudogene 1"	""	""	"pseudogene"
"HGNC:9154"	"PNKP"	"polynucleotide kinase 3'-phosphatase"	"PNK"	""	"protein-coding gene"
"HGNC:21185"	"PNLDC1"	"PARN like ribonuclease domain containing exonuclease 1"	"FLJ40240|dJ195P10.2|Trimmer"	""	"protein-coding gene"
"HGNC:9155"	"PNLIP"	"pancreatic lipase"	"PL"	""	"protein-coding gene"
"HGNC:45264"	"PNLIPP1"	"pancreatic lipase pseudogene 1"	""	""	"pseudogene"
"HGNC:9156"	"PNLIPRP1"	"pancreatic lipase related protein 1"	"PLRP1"	""	"protein-coding gene"
"HGNC:9157"	"PNLIPRP2"	"pancreatic lipase related protein 2 (gene/pseudogene)"	"PLRP2"	""	"protein-coding gene"
"HGNC:23492"	"PNLIPRP3"	"pancreatic lipase related protein 3"	""	""	"protein-coding gene"
"HGNC:9158"	"PNMA1"	"PNMA family member 1"	"MA1"	""	"protein-coding gene"
"HGNC:9159"	"PNMA2"	"PNMA family member 2"	"MA2|RGAG2"	""	"protein-coding gene"
"HGNC:18742"	"PNMA3"	"PNMA family member 3"	"MA5|MA3|MGC132756|MGC132758"	""	"protein-coding gene"
"HGNC:18743"	"PNMA5"	"PNMA family member 5"	"KIAA1934"	""	"protein-coding gene"
"HGNC:28248"	"PNMA6A"	"PNMA family member 6A"	"MGC15827"	"PNMA6C"	"protein-coding gene"
"HGNC:26681"	"PNMA6B"	"PNMA family member 6B (pseudogene)"	""	"PNMA6D"	"pseudogene"
"HGNC:50767"	"PNMA6E"	"PNMA family member 6E"	""	""	"protein-coding gene"
"HGNC:53119"	"PNMA6F"	"PNMA family member 6F"	"PNMA6BL"	""	"protein-coding gene"
"HGNC:25578"	"PNMA8A"	"PNMA family member 8A"	"KIAA1183L|FLJ10781"	"PNMAL1"	"protein-coding gene"
"HGNC:29206"	"PNMA8B"	"PNMA family member 8B"	"KIAA1183"	"PNMAL2"	"protein-coding gene"
"HGNC:53427"	"PNMA8C"	"PNMA family member 8C"	""	""	"protein-coding gene"
"HGNC:9160"	"PNMT"	"phenylethanolamine N-methyltransferase"	""	"PENT"	"protein-coding gene"
"HGNC:9162"	"PNN"	"pinin, desmosome associated protein"	"memA"	""	"protein-coding gene"
"HGNC:55974"	"PNN-AS1"	"PNN antisense RNA 1"	""	""	"non-coding RNA"
"HGNC:32790"	"PNO1"	"partner of NOB1 homolog"	"RRP20"	"KHRBP1"	"protein-coding gene"
"HGNC:9163"	"PNOC"	"prepronociceptin"	"PPNOC|N/OFQ|NOP"	""	"protein-coding gene"
"HGNC:7892"	"PNP"	"purine nucleoside phosphorylase"	"PUNP"	"NP"	"protein-coding gene"
"HGNC:21246"	"PNPLA1"	"patatin like domain 1, omega-hydroxyceramide transacylase "	"FLJ38755|dJ50J22.1"	""	"protein-coding gene"
"HGNC:30802"	"PNPLA2"	"patatin like domain 2, triacylglycerol lipase"	"desnutrin|TTS-2.2|ATGL|FP17548|iPLA2zeta"	""	"protein-coding gene"
"HGNC:18590"	"PNPLA3"	"patatin like domain 3, 1-acylglycerol-3-phosphate O-acyltransferase "	"dJ796I17.1|FLJ22012|adiponutrin|iPLA2epsilon"	"C22orf20|ADPN"	"protein-coding gene"
"HGNC:24887"	"PNPLA4"	"patatin like domain 4, phospholipase and triacylglycerol lipase "	"DXS1283E|GS2|iPLA2eta"	""	"protein-coding gene"
"HGNC:38085"	"PNPLA4P1"	"patatin like phospholipase domain containing 4 pseudogene 1"	""	""	"pseudogene"
